year,met2013,metarea_name,total_units,vacancy_rate
2016,36420,"Oklahoma City, OK",599390,0.10539715377300256
2016,36500,"Olympia-Tumwater, WA",113314,0.0657465096987133
2016,36540,"Omaha-Council Bluffs, NE-IA",425931,0.07740925173326196
2016,36740,"Orlando-Kissimmee-Sanford, FL",981469,0.14357559943309467
2016,36780,"Oshkosh-Neenah, WI",75111,0.06879152188094953
2016,36980,"Owensboro, KY",46731,0.07960454516273993
2016,37100,"Oxnard-Thousand Oaks-Ventura, CA",286737,0.06561064669017252
2016,37340,"Palm Bay-Melbourne-Titusville, FL",274559,0.1767853175455913
2016,37620,"Parkersburg-Vienna, WV",46460,0.15297029702970297
2016,37860,"Pensacola-Ferry Pass-Brent, FL",209846,0.13975486785547497
2016,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2476449,0.08975189878733622
2016,38060,"Phoenix-Mesa-Scottsdale, AZ",1876793,0.12099736092366073
2016,38300,"Pittsburgh, PA",1086762,0.11121754349158325
2016,38340,"Pittsfield, MA",68451,0.20813428583950563
2016,38860,"Portland-South Portland, ME",268504,0.1925706879599559
2016,38900,"Portland-Vancouver-Hillsboro, OR-WA",977084,0.05485505852106881
2016,38940,"Port St. Lucie, FL",218566,0.20118865697317972
2016,39140,"Prescott, AZ",114797,0.17278326088660853
2016,39300,"Providence-Warwick, RI-MA",710842,0.10980077147945676
2016,39340,"Provo-Orem, UT",166767,0.054069450190985024
2016,39380,"Pueblo, CO",66595,0.10775583752533974
2016,39460,"Punta Gorda, FL",102717,0.2684073717106224
2016,39540,"Racine, WI",82374,0.07833782504188215
2016,39580,"Raleigh, NC",547280,0.0866320713346002
2016,39740,"Reading, PA",164961,0.08826934851267876
2016,39820,"Redding, CA",78303,0.07926899352515229
2016,39900,"Reno, NV",191390,0.08706828987930404
2016,40060,"Richmond, VA",519927,0.07623185562588594
2016,40140,"Riverside-San Bernardino-Ontario, CA",1545768,0.1278070189058125
2016,40220,"Roanoke, VA",156758,0.13197412572245118
2016,40380,"Rochester, NY",493943,0.10257256404079013
2016,40420,"Rockford, IL",145284,0.07994686269651166
2016,40580,"Rocky Mount, NC",67280,0.16539833531510106
2016,40900,"Sacramento--Roseville--Arden-Arcade, CA",893831,0.08610688150220791
2016,40980,"Saginaw, MI",87039,0.0981743815990533
2016,41100,"St. George, UT",65472,0.2092192082111437
2016,41140,"St. Joseph, MO-KS",50133,0.11108451518959568
2016,41180,"St. Louis, MO-IL",1264746,0.10995093085884439
2016,41500,"Salinas, CA",159226,0.09970733422933441
2016,41540,"Salisbury, MD-DE",242951,0.3864071355952435
2016,41620,"Salt Lake City, UT",426037,0.05185699833582529
2016,41660,"San Angelo, TX",48470,0.10259954611099649
2016,41700,"San Antonio-New Braunfels, TX",854003,0.09554064798367219
2016,41740,"San Diego-Carlsbad, CA",1202230,0.07637806409755205
2016,41860,"San Francisco-Oakland-Hayward, CA",1792249,0.056055269106022654
2016,41940,"San Jose-Sunnyvale-Santa Clara, CA",665018,0.04422436685924291
2016,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",120866,0.12040606953154734
2016,42100,"Santa Cruz-Watsonville, CA",105635,0.08876792729682396
2016,42140,"Santa Fe, NM",71875,0.16388173913043477
2016,42200,"Santa Maria-Santa Barbara, CA",155962,0.08664931201190033
2016,42220,"Santa Rosa, CA",208061,0.09924973925915957
2016,42540,"Scranton--Wilkes-Barre--Hazleton, PA",230803,0.14839495153875817
2016,42660,"Seattle-Tacoma-Bellevue, WA",1552272,0.056262046857767194
2016,42680,"Sebastian-Vero Beach, FL",78629,0.29508196721311475
2016,43100,"Sheboygan, WI",50606,0.05837252499703593
2016,43340,"Shreveport-Bossier City, LA",188553,0.14968205226116796
2016,43900,"Spartanburg, SC",126531,0.10328694154001786
2016,44060,"Spokane-Spokane Valley, WA",266308,0.10712408189014225
2016,44100,"Springfield, IL",90975,0.0881121187139324
2016,44140,"Springfield, MA",239366,0.06881094223908157
2016,44180,"Springfield, MO",179809,0.07694831738122118
2016,44220,"Springfield, OH",61032,0.10623934984925941
2016,44300,"State College, PA",65766,0.1270565337712496
2016,44700,"Stockton-Lodi, CA",240618,0.05582292264086643
2016,45060,"Syracuse, NY",296093,0.13094196755749038
2016,45300,"Tampa-St. Petersburg-Clearwater, FL",1397812,0.14752269976219978
2016,45780,"Toledo, OH",301211,0.12046704801617471
2016,45820,"Topeka, KS",100507,0.12634940849891052
2016,45940,"Trenton, NJ",144734,0.113325134384457
2016,46060,"Tucson, AZ",456576,0.12208701289599103
2016,46220,"Tuscaloosa, AL",98293,0.17495650758446685
2016,46340,"Tyler, TX",89331,0.15155992880411057
2016,46520,"Urban Honolulu, HI",347391,0.11022162347326211
2016,46540,"Utica-Rome, NY",129693,0.186956890502957
2016,46700,"Vallejo-Fairfield, CA",156826,0.04879930623748613
2016,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",684394,0.1008439583047192
2016,47300,"Visalia-Porterville, CA",147537,0.08058317574574514
2016,47380,"Waco, TX",100051,0.12881430470460065
2016,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2304566,0.06356164240902626
2016,48140,"Wausau, WI",58716,0.060784113359220654
2016,48300,"Wenatchee, WA",53240,0.18884297520661156
2016,48620,"Wichita, KS",257770,0.098211583970206
2016,48660,"Wichita Falls, TX",56083,0.11762922810833942
2016,48900,"Wilmington, NC",137086,0.16822286739710837
2016,49180,"Winston-Salem, NC",283850,0.12149022370970583
2016,49340,"Worcester, MA-CT",378042,0.07929277699303253
2016,49420,"Yakima, WA",86728,0.06510008301817176
2016,49620,"York-Hanover, PA",181463,0.06380915117682393
2016,49660,"Youngstown-Warren-Boardman, OH-PA",257872,0.11418067878637464
2016,49700,"Yuba City, CA",62654,0.057618029176110065
2016,49740,"Yuma, AZ",91314,0.19977221455636596
2017,0,Not in identifiable area,32921509,0.19177094828794147
2017,10420,"Akron, OH",315099,0.08193297979365215
2017,10580,"Albany-Schenectady-Troy, NY",390782,0.1393820595626206
2017,10740,"Albuquerque, NM",381636,0.1038476454003291
2017,10900,"Allentown-Bethlehem-Easton, PA-NJ",349709,0.08211970524064294
2017,11100,"Amarillo, TX",104739,0.10186272544133512
2017,11260,"Anchorage, AK",190445,0.16659402977237522
2017,11460,"Ann Arbor, MI",150397,0.0642831971382408
2017,11500,"Anniston-Oxford-Jacksonville, AL",53786,0.17251701186182278
2017,11700,"Asheville, NC",267012,0.19521594535077075
2017,12060,"Atlanta-Sandy Springs-Roswell, GA",2286980,0.08410305293443755
2017,12100,"Atlantic City-Hammonton, NJ",122541,0.24390204094955975
2017,12220,"Auburn-Opelika, AL",68921,0.1503895764716124
2017,12260,"Augusta-Richmond County, GA-SC",233728,0.17957198110624314
2017,12420,"Austin-Round Rock, TX",850875,0.09617158807110328
2017,12540,"Bakersfield, CA",297873,0.09644042931047796
2017,12580,"Baltimore-Columbia-Towson, MD",1139623,0.09133020305837983
2017,12620,"Bangor, ME",75864,0.20092534008225246
2017,12700,"Barnstable Town, MA",193770,0.47521288125096767
2017,12940,"Baton Rouge, LA",354367,0.15439643081889678
2017,13140,"Beaumont-Port Arthur, TX",170468,0.15106647581950863
2017,13380,"Bellingham, WA",96626,0.08268995922422537
2017,13460,"Bend-Redmond, OR",88999,0.1629344149934269
2017,13780,"Binghamton, NY",106046,0.11054636667106728
2017,13820,"Birmingham-Hoover, AL",515163,0.148337516475368
2017,13900,"Bismarck, ND",64482,0.09059892683229429
2017,13980,"Blacksburg-Christiansburg-Radford, VA",79833,0.1614119474402816
2017,14010,"Bloomington, IL",72378,0.09991986515239437
2017,14020,"Bloomington, IN",61550,0.07316003249390739
2017,14260,"Boise City, ID",283139,0.05348256510053366
2017,14460,"Boston-Cambridge-Newton, MA-NH",1974117,0.06647984896538554
2017,14740,"Bremerton-Silverdale, WA",112658,0.06884553249658258
2017,14860,"Bridgeport-Stamford-Norwalk, CT",373039,0.09813451140497374
2017,15180,"Brownsville-Harlingen, TX",151046,0.18551964302265536
2017,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",529009,0.10199826467980697
2017,15500,"Burlington, NC",70686,0.08901338313103019
2017,15540,"Burlington-South Burlington, VT",97632,0.09953703703703703
2017,15940,"Canton-Massillon, OH",180382,0.08265237107915424
2017,15980,"Cape Coral-Fort Myers, FL",393259,0.3229220437421648
2017,16580,"Champaign-Urbana, IL",92736,0.10413431677018634
2017,16620,"Charleston, WV",97186,0.18822669931883193
2017,16700,"Charleston-North Charleston, SC",332655,0.12654552013347162
2017,16740,"Charlotte-Concord-Gastonia, NC-SC",1049050,0.0867184595586483
2017,16860,"Chattanooga, TN-GA",235114,0.09640004423386102
2017,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3823489,0.09241297673407717
2017,17020,"Chico, CA",99405,0.10671495397615814
2017,17140,"Cincinnati, OH-KY-IN",912375,0.08720975476092616
2017,17300,"Clarksville, TN-KY",134200,0.12331594634873323
2017,17460,"Cleveland-Elyria, OH",962037,0.10343053333707539
2017,17660,"Coeur d'Alene, ID",65691,0.11753512657746114
2017,17780,"College Station-Bryan, TX",89761,0.11180802352914963
2017,17820,"Colorado Springs, CO",284800,0.05855688202247191
2017,17860,"Columbia, MO",77404,0.09106764508294145
2017,17900,"Columbia, SC",355633,0.1289840931522103
2017,18140,"Columbus, OH",818800,0.08198827552515876
2017,18580,"Corpus Christi, TX",208159,0.18187058930913388
2017,19100,"Dallas-Fort Worth-Arlington, TX",2739056,0.07737775350339679
2017,19300,"Daphne-Fairhope-Foley, AL",114158,0.30692548923421925
2017,19380,"Dayton, OH",369475,0.10834833209283443
2017,19460,"Decatur, AL",67503,0.16017065908181857
2017,19500,"Decatur, IL",50433,0.14783970812761485
2017,19660,"Deltona-Daytona Beach-Ormond Beach, FL",312055,0.16680713335790165
2017,19740,"Denver-Aurora-Lakewood, CO",1205150,0.053312035846160226
2017,19780,"Des Moines-West Des Moines, IA",294788,0.07358847714289592
2017,19820,"Detroit-Warren-Dearborn, MI",1869163,0.10493894860961832
2017,20100,"Dover, DE",71619,0.10907720018430864
2017,20700,"East Stroudsburg, PA",81471,0.29216531035583215
2017,20740,"Eau Claire, WI",67428,0.061665776828617194
2017,20940,"El Centro, CA",57742,0.2297114751827093
2017,21140,"Elkhart-Goshen, IN",79000,0.07135443037974684
2017,21340,"El Paso, TX",296554,0.09131895034293923
2017,21500,"Erie, PA",121422,0.10676813098120604
2017,21660,"Eugene, OR",162602,0.06720089543794049
2017,22180,"Fayetteville, NC",146610,0.12896118955050814
2017,22220,"Fayetteville-Springdale-Rogers, AR-MO",199015,0.08336557545913624
2017,22380,"Flagstaff, AZ",66057,0.27370301406361175
2017,22500,"Florence, SC",91020,0.12703801362337946
2017,22660,"Fort Collins, CO",148552,0.09318622435241532
2017,23060,"Fort Wayne, IN",157976,0.09414721223476984
2017,23420,"Fresno, CA",330958,0.07595525716254026
2017,23460,"Gadsden, AL",47751,0.22324139808590396
2017,23540,"Gainesville, FL",116975,0.16466766403077582
2017,23580,"Gainesville, GA",73090,0.14948693391708853
2017,24020,"Glens Falls, NY",69569,0.27936293464042894
2017,24140,"Goldsboro, NC",54250,0.12036866359447004
2017,24300,"Grand Junction, CO",58443,0.059254316171312216
2017,24340,"Grand Rapids-Wyoming, MI",364157,0.052713527407134836
2017,24660,"Greensboro-High Point, NC",357059,0.11289450763039162
2017,24780,"Greenville, NC",79239,0.13546359747094233
2017,24860,"Greenville-Anderson-Mauldin, SC",425316,0.11746560204647838
2017,25060,"Gulfport-Biloxi-Pascagoula, MS",155275,0.15784253743358556
2017,25260,"Hanford-Corcoran, CA",46399,0.07263087566542382
2017,25420,"Harrisburg-Carlisle, PA",251184,0.09913051786738009
2017,25500,"Harrisonburg, VA",53817,0.11223219428805024
2017,25540,"Hartford-West Hartford-East Hartford, CT",515756,0.08740373354842212
2017,25860,"Hickory-Lenoir-Morganton, NC",185783,0.14600367094944103
2017,25940,"Hilton Head Island-Bluffton-Beaufort, SC",111878,0.2919340710416704
2017,26140,"Homosassa Springs, FL",79496,0.2290178122169669
2017,26380,"Houma-Thibodaux, LA",97831,0.12190409992742586
2017,26420,"Houston-The Woodlands-Sugar Land, TX",2568520,0.10506283774313613
2017,26620,"Huntsville, AL",186387,0.08627211125239422
2017,26900,"Indianapolis-Carmel-Anderson, IN",859979,0.1007699025208755
2017,26980,"Iowa City, IA",63867,0.07323030673117573
2017,27060,"Ithaca, NY",43453,0.0741490806158378
2017,27100,"Jackson, MI",69564,0.10557184750733138
2017,27140,"Jackson, MS",264099,0.13071613296528953
2017,27180,"Jackson, TN",49714,0.15824516232851912
2017,27260,"Jacksonville, FL",628213,0.12714954959543975
2017,27500,"Janesville-Beloit, WI",68955,0.059140018852875065
2017,27620,"Jefferson City, MO",64682,0.15382950434433074
2017,27780,"Johnstown, PA",65968,0.15075491147222897
2017,27900,"Joplin, MO",77445,0.10727613144812448
2017,28020,"Kalamazoo-Portage, MI",175603,0.12142731046736104
2017,28100,"Kankakee, IL",45495,0.12895922628860315
2017,28140,"Kansas City, MO-KS",932245,0.08776877323021309
2017,28940,"Knoxville, TN",435009,0.12314227981490038
2017,29100,"La Crosse-Onalaska, WI-MN",50259,0.05083666606975865
2017,29180,"Lafayette, LA",233454,0.15295518603236613
2017,29200,"Lafayette-West Lafayette, IN",75907,0.08437956973665142
2017,29420,"Lake Havasu City-Kingman, AZ",130621,0.2681804610284717
2017,29460,"Lakeland-Winter Haven, FL",295132,0.21032961522301885
2017,29540,"Lancaster, PA",210887,0.046171646426759354
2017,29620,"Lansing-East Lansing, MI",203096,0.08318233741678811
2017,29700,"Laredo, TX",83099,0.10895437971576072
2017,29740,"Las Cruces, NM",87842,0.14118530998838824
2017,29820,"Las Vegas-Henderson-Paradise, NV",899735,0.13108637543276633
2017,29940,"Lawrence, KS",50841,0.06290198855254617
2017,30140,"Lebanon, PA",57678,0.08481570096050488
2017,30340,"Lewiston-Auburn, ME",49824,0.0771917148362235
2017,30620,"Lima, OH",45039,0.09251981615932858
2017,30700,"Lincoln, NE",131256,0.06325044188456147
2017,30780,"Little Rock-North Little Rock-Conway, AR",312568,0.12673082337283406
2017,31080,"Los Angeles-Long Beach-Anaheim, CA",4644856,0.06380779081202947
2017,31140,"Louisville/Jefferson County, KY-IN",546028,0.09519475191748408
2017,31180,"Lubbock, TX",127408,0.1186660178324752
2017,31340,"Lynchburg, VA",116916,0.15830168668103595
2017,31460,"Madera, CA",50393,0.08532931161073959
2017,31700,"Manchester-Nashua, NH",151266,0.061005116814089086
2017,31900,"Mansfield, OH",54223,0.09636132268594508
2017,32580,"McAllen-Edinburg-Mission, TX",276758,0.13344871692959193
2017,32780,"Medford, OR",95394,0.05967880579491373
2017,32820,"Memphis, TN-MS-AR",523907,0.13283082684522254
2017,32900,"Merced, CA",85267,0.050406370577128316
2017,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",2524344,0.1697145872353372
2017,33140,"Michigan City-La Porte, IN",49126,0.13719822497251966
2017,33260,"Midland, TX",61133,0.07177792681530433
2017,33340,"Milwaukee-Waukesha-West Allis, WI",678659,0.07857407033576509
2017,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",1472995,0.05371165550460117
2017,33660,"Mobile, AL",183912,0.15893470790378006
2017,33700,"Modesto, CA",181595,0.044175225088796496
2017,33740,"Monroe, LA",68443,0.14918983679850387
2017,33780,"Monroe, MI",64309,0.07434418199629912
2017,33860,"Montgomery, AL",167539,0.1526748995756212
2017,34060,"Morgantown, WV",60156,0.15148946073542124
2017,34620,"Muncie, IN",52728,0.11644666970110758
2017,34740,"Muskegon, MI",74112,0.12860265544041452
2017,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",294614,0.3724025334844916
2017,34900,"Napa, CA",55858,0.14339933402556482
2017,34940,"Naples-Immokalee-Marco Island, FL",214429,0.32679348409030495
2017,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",839851,0.0831290312210142
2017,35300,"New Haven-Milford, CT",367217,0.11540860036436222
2017,35380,"New Orleans-Metairie, LA",558376,0.13709400117483558
2017,35620,"New York-Newark-Jersey City, NY-NJ-PA",7944570,0.09576666830300444
2017,35660,"Niles-Benton Harbor, MI",77508,0.17213706972183518
2017,35840,"North Port-Sarasota-Bradenton, FL",431043,0.23686731950176665
2017,35980,"Norwich-New London, CT",123345,0.13113624386882322
2017,36100,"Ocala, FL",168373,0.16483046569224283
2017,36140,"Ocean City, NJ",104890,0.5758318238154256
2017,36220,"Odessa, TX",58178,0.11671078414520952
2017,36260,"Ogden-Clearfield, UT",200704,0.0618522799744898
2017,36420,"Oklahoma City, OK",605034,0.11224823728914408
2017,36500,"Olympia-Tumwater, WA",116820,0.04060948467728129
2017,36540,"Omaha-Council Bluffs, NE-IA",431461,0.07263692431065612
2017,36740,"Orlando-Kissimmee-Sanford, FL",1007836,0.15486845081937933
2017,36780,"Oshkosh-Neenah, WI",75633,0.07435907606468076
2017,36980,"Owensboro, KY",47575,0.052506568575932736
2017,37100,"Oxnard-Thousand Oaks-Ventura, CA",288778,0.05779872427955038
2017,37340,"Palm Bay-Melbourne-Titusville, FL",278139,0.17888178213051747
2017,37620,"Parkersburg-Vienna, WV",46779,0.16706214326941576
2017,37860,"Pensacola-Ferry Pass-Brent, FL",213304,0.1344653639875483
2017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2501222,0.08242611011737462
2017,38060,"Phoenix-Mesa-Scottsdale, AZ",1906872,0.12325945317776967
2017,38300,"Pittsburgh, PA",1103253,0.11431013557180447
2017,38340,"Pittsfield, MA",69240,0.21730213749277874
2017,38860,"Portland-South Portland, ME",273401,0.20953105511684303
2017,38900,"Portland-Vancouver-Hillsboro, OR-WA",997994,0.057449243181822734
2017,38940,"Port St. Lucie, FL",221182,0.2018337839426355
2017,39140,"Prescott, AZ",116534,0.15587725470678085
2017,39300,"Providence-Warwick, RI-MA",717866,0.11212677574923453
2017,39340,"Provo-Orem, UT",172795,0.04685899476257994
2017,39380,"Pueblo, CO",67391,0.0800106839192177
2017,39460,"Punta Gorda, FL",103986,0.2686034658511723
2017,39540,"Racine, WI",82775,0.0640531561461794
2017,39580,"Raleigh, NC",562149,0.08232692755835197
2017,39740,"Reading, PA",167054,0.07122846504723024
2017,39820,"Redding, CA",78846,0.08723334094310428
2017,39900,"Reno, NV",196545,0.0804802971329721
2017,40060,"Richmond, VA",520644,0.08876506787747482
2017,40140,"Riverside-San Bernardino-Ontario, CA",1559532,0.13759384225524068
2017,40220,"Roanoke, VA",159414,0.11419950568958812
2017,40380,"Rochester, NY",496962,0.10252695377111329
2017,40420,"Rockford, IL",145798,0.09134556029575165
2017,40580,"Rocky Mount, NC",68063,0.16132112895405726
2017,40900,"Sacramento--Roseville--Arden-Arcade, CA",901894,0.08003268676806809
2017,40980,"Saginaw, MI",87586,0.07568561185577603
2017,41100,"St. George, UT",68214,0.1770164482364324
2017,41140,"St. Joseph, MO-KS",50447,0.12087933871191547
2017,41180,"St. Louis, MO-IL",1275209,0.11203026327449069
2017,41500,"Salinas, CA",160533,0.11101767237888784
2017,41540,"Salisbury, MD-DE",249199,0.3815625263343753
2017,41620,"Salt Lake City, UT",437790,0.05290207633797026
2017,41660,"San Angelo, TX",48481,0.13244363771374354
2017,41700,"San Antonio-New Braunfels, TX",866588,0.09386698177219163
2017,41740,"San Diego-Carlsbad, CA",1214151,0.07235838046503276
2017,41860,"San Francisco-Oakland-Hayward, CA",1808813,0.06331942550169642
2017,41940,"San Jose-Sunnyvale-Santa Clara, CA",671151,0.055637255997532595
2017,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",121918,0.1425056185304877
2017,42100,"Santa Cruz-Watsonville, CA",106329,0.09769677134177882
2017,42140,"Santa Fe, NM",73156,0.1674913882661709
2017,42200,"Santa Maria-Santa Barbara, CA",156806,0.061120110199864804
2017,42220,"Santa Rosa, CA",209308,0.09784623616870831
2017,42540,"Scranton--Wilkes-Barre--Hazleton, PA",233763,0.15040874732100462
2017,42660,"Seattle-Tacoma-Bellevue, WA",1590659,0.06314426913625108
2017,42680,"Sebastian-Vero Beach, FL",80017,0.27460414661884347
2017,43100,"Sheboygan, WI",50860,0.05302791977978765
2017,43340,"Shreveport-Bossier City, LA",190084,0.14948128195955473
2017,43900,"Spartanburg, SC",129194,0.10394445562487423
2017,44060,"Spokane-Spokane Valley, WA",273571,0.10515368953580606
2017,44100,"Springfield, IL",91745,0.0780532999073519
2017,44140,"Springfield, MA",239337,0.06861454768798807
2017,44180,"Springfield, MO",182510,0.08724453454605227
2017,44220,"Springfield, OH",61265,0.11815881824859219
2017,44300,"State College, PA",66733,0.12143916802781232
2017,44700,"Stockton-Lodi, CA",242821,0.06670345645557839
2017,45060,"Syracuse, NY",300097,0.12786199128948306
2017,45300,"Tampa-St. Petersburg-Clearwater, FL",1419660,0.14802347040840766
2017,45780,"Toledo, OH",303232,0.13568488813845506
2017,45820,"Topeka, KS",101259,0.08564177011426145
2017,45940,"Trenton, NJ",144902,0.1114132310113042
2017,46060,"Tucson, AZ",459912,0.12250387030562368
2017,46220,"Tuscaloosa, AL",100736,0.21628811944091486
2017,46340,"Tyler, TX",90324,0.14426951862185022
2017,46520,"Urban Honolulu, HI",350746,0.1088907642567556
2017,46540,"Utica-Rome, NY",130716,0.18731448330732275
2017,46700,"Vallejo-Fairfield, CA",157915,0.04298515023905265
2017,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",687594,0.09985834664060478
2017,47300,"Visalia-Porterville, CA",148986,0.07658437705556227
2017,47380,"Waco, TX",101601,0.1035029182783634
2017,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2318688,0.06423675802867829
2017,48140,"Wausau, WI",59217,0.06977725990847224
2017,48300,"Wenatchee, WA",54620,0.22246429879165142
2017,48620,"Wichita, KS",260653,0.1039734819856284
2017,48660,"Wichita Falls, TX",55998,0.13600485731633272
2017,48900,"Wilmington, NC",140330,0.15925318891185064
2017,49180,"Winston-Salem, NC",286869,0.11450871303626393
2017,49340,"Worcester, MA-CT",382298,0.08464077761327551
2017,49420,"Yakima, WA",88610,0.07340029342060715
2017,49620,"York-Hanover, PA",184156,0.06719846217337475
2017,49660,"Youngstown-Warren-Boardman, OH-PA",259410,0.10787170887783817
2017,49700,"Yuba City, CA",63008,0.0767362874555612
2017,49740,"Yuma, AZ",92441,0.19278242338356358
2018,0,Not in identifiable area,33101749,0.18641084493752882
2018,10420,"Akron, OH",315526,0.09026831386319986
2018,10580,"Albany-Schenectady-Troy, NY",392899,0.13308509311553351
2018,10740,"Albuquerque, NM",383834,0.08051657747880595
2018,10900,"Allentown-Bethlehem-Easton, PA-NJ",350538,0.0856911376227399
2018,11100,"Amarillo, TX",105417,0.09876016202320309
2018,11260,"Anchorage, AK",191577,0.16546871492924517
2018,11460,"Ann Arbor, MI",151576,0.056103868686335566
2018,11500,"Anniston-Oxford-Jacksonville, AL",53888,0.17859263657957244
2018,11700,"Asheville, NC",269958,0.1872587587698827
2018,12060,"Atlanta-Sandy Springs-Roswell, GA",2315364,0.08242375712846879
2018,12100,"Atlantic City-Hammonton, NJ",122819,0.24659051124011758
2018,12220,"Auburn-Opelika, AL",70335,0.15690623444942062
2018,12260,"Augusta-Richmond County, GA-SC",235561,0.17180687804857342
2018,12420,"Austin-Round Rock, TX",874816,0.08463036798595362
2018,12540,"Bakersfield, CA",300423,0.09072541050452196
2018,12580,"Baltimore-Columbia-Towson, MD",1142820,0.0941469347753802
2018,12620,"Bangor, ME",76144,0.18883956713595293
2018,12700,"Barnstable Town, MA",194868,0.5011443643902539
2018,12940,"Baton Rouge, LA",358048,0.15790899544195192
2018,13140,"Beaumont-Port Arthur, TX",171511,0.1836441977482494
2018,13380,"Bellingham, WA",97817,0.11027735465205435
2018,13460,"Bend-Redmond, OR",91040,0.1218145869947276
2018,13780,"Binghamton, NY",106591,0.14929027779080786
2018,13820,"Birmingham-Hoover, AL",517724,0.1625692453894353
2018,13900,"Bismarck, ND",65460,0.09272838374579896
2018,13980,"Blacksburg-Christiansburg-Radford, VA",81873,0.16441317650507492
2018,14010,"Bloomington, IL",72676,0.0918872805327756
2018,14020,"Bloomington, IN",62067,0.08001031143763997
2018,14260,"Boise City, ID",290857,0.04562379451070457
2018,14460,"Boston-Cambridge-Newton, MA-NH",1991217,0.06338585899979761
2018,14740,"Bremerton-Silverdale, WA",113732,0.07314564062884676
2018,14860,"Bridgeport-Stamford-Norwalk, CT",374480,0.07703482161931212
2018,15180,"Brownsville-Harlingen, TX",152374,0.18088387782692586
2018,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",530321,0.09469547689041166
2018,15500,"Burlington, NC",71668,0.09704470614500195
2018,15540,"Burlington-South Burlington, VT",98586,0.11419471324528838
2018,15940,"Canton-Massillon, OH",180625,0.0941121107266436
2018,15980,"Cape Coral-Fort Myers, FL",399741,0.2964894769363163
2018,16580,"Champaign-Urbana, IL",93299,0.09772880738271579
2018,16620,"Charleston, WV",96899,0.15771060588860566
2018,16700,"Charleston-North Charleston, SC",339519,0.1328143638500349
2018,16740,"Charlotte-Concord-Gastonia, NC-SC",1072885,0.0908298652698099
2018,16860,"Chattanooga, TN-GA",237021,0.10252256129203742
2018,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3838568,0.08312891682523274
2018,17020,"Chico, CA",100038,0.11398668505967732
2018,17140,"Cincinnati, OH-KY-IN",916750,0.08123479683665122
2018,17300,"Clarksville, TN-KY",137267,0.14291854560819425
2018,17460,"Cleveland-Elyria, OH",963538,0.10118957425654204
2018,17660,"Coeur d'Alene, ID",67427,0.07483648983344951
2018,17780,"College Station-Bryan, TX",92697,0.1258508905358318
2018,17820,"Colorado Springs, CO",288688,0.058859391453749375
2018,17860,"Columbia, MO",78945,0.0852365570967129
2018,17900,"Columbia, SC",359090,0.12252081650839622
2018,18140,"Columbus, OH",826314,0.07465684957534303
2018,18580,"Corpus Christi, TX",207597,0.17449674128238848
2018,19100,"Dallas-Fort Worth-Arlington, TX",2797856,0.07984792641222421
2018,19300,"Daphne-Fairhope-Foley, AL",116632,0.28406440770971947
2018,19380,"Dayton, OH",370029,0.10432425566644776
2018,19460,"Decatur, AL",67766,0.14613523005637044
2018,19500,"Decatur, IL",50405,0.11594087888106339
2018,19660,"Deltona-Daytona Beach-Ormond Beach, FL",314585,0.17464914093170367
2018,19740,"Denver-Aurora-Lakewood, CO",1223713,0.04864130723462119
2018,19780,"Des Moines-West Des Moines, IA",300603,0.07425408262725255
2018,19820,"Detroit-Warren-Dearborn, MI",1875983,0.10603774128017152
2018,20100,"Dover, DE",73086,0.07177845278165448
2018,20700,"East Stroudsburg, PA",81664,0.3251738832288401
2018,20740,"Eau Claire, WI",67971,0.07512027188065498
2018,20940,"El Centro, CA",57893,0.2786001761871038
2018,21140,"Elkhart-Goshen, IN",79357,0.07352848519979334
2018,21340,"El Paso, TX",299672,0.09847766891801703
2018,21500,"Erie, PA",121615,0.09717551288903507
2018,21660,"Eugene, OR",163490,0.045378922258242096
2018,22180,"Fayetteville, NC",147100,0.13060503059143438
2018,22220,"Fayetteville-Springdale-Rogers, AR-MO",203494,0.06567761211632775
2018,22380,"Flagstaff, AZ",66838,0.2926927795565397
2018,22500,"Florence, SC",91984,0.1756501130631414
2018,22660,"Fort Collins, CO",151840,0.08205347734457323
2018,23060,"Fort Wayne, IN",159269,0.07302739390590761
2018,23420,"Fresno, CA",333809,0.07276316696074701
2018,23460,"Gadsden, AL",47847,0.19273935669947959
2018,23540,"Gainesville, FL",118966,0.17805927744061328
2018,23580,"Gainesville, GA",74431,0.12684231032768606
2018,24020,"Glens Falls, NY",69804,0.25511432009626955
